Wall time,Step,Value
1625213406.5322745,0,0.8188267946243286
1625213423.023408,1,0.8836137652397156
1625213440.017531,2,0.9015925526618958
1625213456.6908743,3,0.9104567170143127
1625213473.734912,4,0.9157986044883728
1625213490.5718799,5,0.9248130321502686
1625213506.608786,6,0.9299378991127014
1625213522.4377246,7,0.9332097768783569
1625213539.068585,8,0.9370158910751343
1625213555.325446,9,0.9410557150840759
1625213571.3810368,10,0.9450454115867615
1625213588.2430055,11,0.9491186141967773
1625213604.6910903,12,0.9526909589767456
1625213621.1541276,13,0.9548777937889099
1625213636.8500137,14,0.9583500027656555
1625213653.289629,15,0.9606537222862244
1625213670.070909,16,0.9648270606994629
1625213685.9856129,17,0.9678318500518799
1625213701.7394173,18,0.9695512652397156
1625213717.6097014,19,0.9712873697280884
1625213733.787959,20,0.9741920232772827
1625213749.7407446,21,0.9771801829338074
1625213766.4358058,22,0.9795005321502686
1625213783.2590253,23,0.9800013303756714
1625213799.0002096,24,0.9820713400840759
1625213814.7247322,25,0.9840578436851501
1625213831.5385027,26,0.9853432178497314
1625213847.5358624,27,0.9871460795402527
1625213863.4087172,28,0.9880141615867615
1625213879.1484263,29,0.9888488054275513
1625213895.0415924,30,0.9906183481216431
1625213910.8643353,31,0.9910022616386414
1625213926.841069,32,0.9922542572021484
1625213942.6727533,33,0.99290531873703
1625213958.371326,34,0.9934061169624329
1625213974.3250685,35,0.9939736723899841
1625213990.9307568,36,0.9944244027137756
1625214006.7480123,37,0.9945412874221802
1625214022.5800107,38,0.995559573173523
1625214038.2251475,39,0.9953926205635071
1625214054.5312412,40,0.9957765936851501
1625214071.0815506,41,0.9961438179016113
1625214086.8668542,42,0.9962440133094788
1625214103.5731246,43,0.9964944124221802
1625214119.3348305,44,0.9968282580375671
1625214135.3878098,45,0.9968783259391785
1625214151.2358322,46,0.9967781901359558
1625214167.715594,47,0.9970452785491943
1625214183.7760954,48,0.9970118999481201
1625214199.6660216,49,0.9975293874740601
1625214216.180271,50,0.99732905626297
1625214232.227374,51,0.9974793195724487
1625214248.397127,52,0.9976462125778198
1625214264.2189038,53,0.9975293874740601
1625214280.068917,54,0.9974793195724487
1625214296.1788921,55,0.997713029384613
1625214312.0113528,56,0.997679591178894
1625214327.8341413,57,0.9976462125778198
1625214344.099148,58,0.997679591178894
1625214360.3510923,59,0.997713029384613
1625214376.0908585,60,0.997679591178894
1625214392.0592542,61,0.9977630972862244
1625214408.0654528,62,0.997512698173523
1625214423.9337902,63,0.9977464079856873
