Wall time,Step,Value
1639818198.6262298,0,61.054351806640625
1639818208.9687243,1,71.52110290527344
1639818219.5978932,2,72.97008514404297
1639818230.1170087,3,74.02677917480469
1639818240.4171464,4,74.6444320678711
1639818250.832051,5,74.83807373046875
1639818261.398885,6,75.0667724609375
1639818271.9074535,7,75.52083587646484
1639818282.4029374,8,75.80963134765625
1639818292.2661371,9,76.09675598144531
1639818302.7761726,10,76.2386474609375
1639818312.5639236,11,76.22195434570312
1639818322.8566825,12,76.64596557617188
1639818333.348982,13,76.76615905761719
1639818343.6923437,14,76.73277282714844
1639818354.1393857,15,77.08499908447266
1639818364.4466705,16,77.06830596923828
1639818374.6365209,17,77.11004638671875
1639818384.9676487,18,77.40718841552734
1639818394.9469843,19,77.34207916259766
1639818405.2129261,20,77.64923858642578
1639818415.6446629,21,77.6993179321289
1639818426.36257,22,77.73270416259766
1639818436.9344058,23,77.66092681884766
1639818452.7481306,24,77.82118225097656
1639818470.6499157,25,78.0281753540039
1639818488.2867198,26,78.0849380493164
1639818505.6061802,27,78.0582275390625
1639818522.857094,28,78.23517608642578
1639818540.341707,29,77.9029769897461
1639818558.3792114,30,78.3153076171875
1639818576.1989274,31,78.18843841552734
1639818593.383219,32,78.30862426757812
1639818610.9866726,33,78.36371612548828
1639818628.7042892,34,78.33867645263672
1639818646.5000253,35,78.29694366455078
1639818664.1955929,36,78.49726104736328
1639818681.8233597,37,78.56570434570312
1639818699.299513,38,78.63414764404297
1639818716.8021998,39,78.73097229003906
1639818734.7975655,40,78.5556869506836
1639818752.3094246,41,78.58406829833984
1639818769.8260894,42,78.59741973876953
1639818787.4363468,43,78.78939819335938
1639818804.99626,44,78.69924926757812
1639818821.4304152,45,78.78605651855469
1639818837.9002304,46,78.79106903076172
1639818854.5546527,47,78.88788604736328
1639818870.3973906,48,78.97636413574219
1639818886.5280263,49,79.10490417480469
1639818902.1598177,50,79.02811431884766
1639818918.4900157,51,78.91292572021484
1639818935.0489461,52,79.26849365234375
1639818951.5123756,53,79.21006774902344
1639818967.9345875,54,79.12326049804688
1639818984.1764534,55,79.30689239501953
1639819000.556279,56,79.43709564208984
1639819016.8019824,57,79.38701629638672
1639819032.465537,58,79.2651596069336
1639819048.9684162,59,79.43876647949219
1639819065.4744174,60,79.4521255493164
1639819081.1367776,61,79.53392028808594
1639819097.6766846,62,79.47883605957031
1639819113.9827456,63,79.57398223876953
1639819130.351742,64,79.68582916259766
1639819146.4292219,65,79.69417572021484
1639819162.6486373,66,79.83607482910156
1639819179.3319225,67,79.71754455566406
1639819196.2775972,68,79.8778076171875
1639819212.9205556,69,79.77096557617188
1639819229.2474074,70,79.91119384765625
1639819246.102801,71,79.84942626953125
1639819262.6552382,72,79.85777282714844
1639819279.3743818,73,79.93456268310547
1639819295.1603816,74,79.95793151855469
1639819311.6852272,75,80.06977844238281
1639819328.2511616,76,79.8778076171875
1639819344.602772,77,80.06310272216797
1639819360.9741478,78,80.05809020996094
1639819377.6472278,79,80.03472137451172
1639819394.1011016,80,80.08814239501953
1639819410.0527222,81,80.1448974609375
1639819426.9606915,82,80.06310272216797
1639819443.780931,83,80.19998931884766
1639819460.4292154,84,80.211669921875
1639819477.219071,85,80.20165252685547
1639819493.697289,86,80.16493225097656
1639819510.3705645,87,80.2734375
1639819527.0462346,88,80.29680633544922
1639819543.743627,89,80.20165252685547
